Pipeline Log - Timestamp: 1757290563
Stage,ItemID,Value,Timestamp
Stage2,426,8.03084,605131
Stage1,427,1760,605133
Stage1,427,1760,605133
Stage2,427,8.12213,605133
Stage1,428,7122,605135
Stage1,428,7122,605135
Stage2,428,8.39994,605135
Stage1,428,7122,605135
Stage2,428,8.39994,605135
Stage3,428,8.39994,605135 (VALID, latency=0.134248ms)
Stage1,429,181,605138
Stage1,429,181,605138
Stage2,429,4.58444,605138
Stage1,430,2373,605140
Stage1,430,2373,605140
Stage2,430,8.49502,605140
Stage1,430,2373,605140
Stage2,430,8.49502,605140
Stage3,430,8.49502,605140 (VALID, latency=0.134035ms)
Stage1,431,4939,605142
Stage1,431,4939,605142
Stage2,431,9.11117,605142
Stage1,432,3254,605144
Stage1,432,3254,605144
Stage2,432,7.51106,605144
Stage1,433,1789,605146
Stage1,433,1789,605146
Stage2,433,8.12861,605146
Stage1,434,7465,605148
Stage1,434,7465,605148
Stage2,434,9.50755,605148
Stage1,435,3665,605150
Stage1,435,3665,605150
Stage2,435,8.92041,605150
Stage1,436,6497,605152
Stage1,436,6497,605152
Stage2,436,8.22047,605152
Stage1,437,7442,605154
Stage1,437,7442,605154
Stage2,437,9.64663,605154
Stage1,438,8493,605156
Stage1,438,8493,605156
Stage2,438,9.22598,605156
Stage1,438,8493,605156
Stage2,438,9.22598,605156
Stage3,438,9.22598,605156 (VALID, latency=0.126126ms)
Stage1,439,7210,605159
Stage1,439,7210,605159
Stage2,439,8.84648,605159
Stage1,439,7210,605159
Stage2,439,8.84648,605159
Stage3,439,8.84648,605159 (VALID, latency=0.113116ms)
Stage1,440,6577,605161
Stage1,440,6577,605161
Stage2,440,8.71171,605161
Stage1,441,3081,605163
Stage1,441,3081,605163
Stage2,441,8.56163,605163
Stage1,441,3081,605163
Stage2,441,8.56163,605163
Stage3,441,8.56163,605163 (VALID, latency=0.124167ms)
Stage1,442,5684,605165
Stage1,442,5684,605165
Stage2,442,8.4847,605165
Stage1,443,5426,605167
Stage1,443,5426,605167
Stage2,443,9.31234,605167
Stage1,444,937,605170
Stage1,444,937,605170
Stage2,444,6.83463,605170
Stage1,445,5089,605172
Stage1,445,5089,605172
Stage2,445,8.10374,605172
Stage1,445,5089,605172
Stage2,445,8.10374,605172
Stage3,445,8.10374,605172 (VALID, latency=0.115956ms)
Stage1,446,3678,605174
Stage1,446,3678,605174
Stage2,446,8.9709,605174
Stage1,446,3678,605174
Stage2,446,8.9709,605174
Stage3,446,8.9709,605174 (VALID, latency=0.198078ms)
Stage1,447,6364,605177
Stage1,447,6364,605177
Stage2,447,8.2017,605177
Stage1,448,2653,605179
Stage1,448,2653,605179
Stage2,448,7.05942,605179
Stage1,448,2653,605179
Stage2,448,7.05942,605179
Stage3,448,7.05942,605179 (VALID, latency=0.112483ms)
Stage1,449,2505,605181
Stage1,449,2505,605181
Stage2,449,7.9558,605181
Stage1,449,2505,605181
Stage2,449,7.9558,605181
Stage3,449,7.9558,605181 (VALID, latency=0.218079ms)
Stage1,450,2440,605183
Stage1,450,2440,605183
Stage2,450,8.46378,605183
Stage1,451,5899,605186
Stage1,451,5899,605186
Stage2,451,8.17034,605186
Stage1,452,9731,605187
Stage1,452,9731,605187
Stage2,452,9.21082,605188
Stage1,453,9789,605189
Stage1,453,9789,605189
Stage2,453,9.73893,605189
Stage1,453,9789,605189
Stage2,453,9.73893,605189
Stage3,453,9.73893,605189 (VALID, latency=0.179808ms)
Stage1,454,3931,605192
Stage1,454,3931,605192
Stage2,454,7.40304,605192
Stage1,455,4868,605194
Stage1,455,4868,605194
Stage2,455,9.5115,605194
Stage1,456,8921,605196
Stage1,456,8921,605196
Stage2,456,8.28947,605196
Stage1,457,9061,605198
Stage1,457,9061,605198
Stage2,457,8.75271,605198
Stage1,458,6312,605200
Stage1,458,6312,605200
Stage2,458,8.55861,605200
Stage1,458,6312,605200
Stage2,458,8.55861,605200
Stage3,458,8.55861,605200 (VALID, latency=0.157694ms)
Stage1,459,4344,605203
Stage1,459,4344,605203
Stage2,459,8.94707,605203
Stage1,459,4344,605203
Stage2,459,8.94707,605203
Stage3,459,8.94707,605203 (VALID, latency=0.140864ms)
Stage1,460,7949,605206
Stage1,460,7949,605206
Stage2,460,9.86589,605206
Stage1,461,3501,605209
Stage1,461,3501,605209
Stage2,461,8.65236,605209
Stage1,461,3501,605209
Stage2,461,8.65236,605209
Stage3,461,8.65236,605209 (VALID, latency=0.110112ms)
Stage1,462,5027,605211
Stage1,462,5027,605211
Stage2,462,8.59265,605211
Stage1,463,6452,605213
Stage1,463,6452,605213
Stage2,463,7.87599,605213
Stage1,464,5770,605215
Stage1,464,5770,605215
Stage2,464,7.83601,605215
Stage1,465,6690,605217
Stage1,465,6690,605217
Stage2,465,9.68663,605217
Stage1,465,6690,605217
Stage2,465,9.68663,605217
Stage3,465,9.68663,605217 (VALID, latency=0.138629ms)
Stage1,466,4926,605219
Stage1,466,4926,605219
Stage2,466,9.41591,605219
Stage1,466,4926,605219
Stage2,466,9.41591,605219
Stage3,466,9.41591,605219 (VALID, latency=0.140253ms)
Stage1,467,8642,605222
Stage1,467,8642,605222
Stage2,467,10.1562,605223
Stage1,468,1953,605224
Stage1,468,1953,605224
Stage2,468,6.99925,605224
Stage1,469,2302,605226
Stage1,469,2302,605226
Stage2,469,8.65067,605226
Stage1,470,7225,605228
Stage1,470,7225,605228
Stage2,470,8.96669,605228
Stage1,471,4992,605230
Stage1,471,4992,605230
Stage2,471,8.92852,605230
Stage1,471,4992,605230
Stage2,471,8.92852,605230
Stage3,471,8.92852,605230 (VALID, latency=0.158176ms)
Stage1,472,2808,605233
Stage1,472,2808,605233
Stage2,472,7.80495,605233
Stage1,472,2808,605233
Stage2,472,7.80495,605233
Stage3,472,7.80495,605233 (VALID, latency=0.132243ms)
Stage1,473,5721,605235
Stage1,473,5721,605235
Stage2,473,8.11713,605235
Stage1,473,5721,605235
Stage2,473,8.11713,605235
Stage3,473,8.11713,605235 (VALID, latency=0.154493ms)
Stage1,474,244,605238
Stage1,474,244,605238
Stage2,474,4.88351,605238
Stage1,475,7686,605240
Stage1,475,7686,605240
Stage2,475,8.04649,605240
Stage1,475,7686,605240
Stage2,475,8.04649,605240
Stage3,475,8.04649,605240 (VALID, latency=0.164811ms)
Stage1,476,6455,605243
Stage1,476,6455,605243
Stage2,476,7.87146,605243
Stage1,477,437,605245
Stage1,477,437,605245
Stage2,477,7.04815,605245
Stage1,478,1772,605247
Stage1,478,1772,605247
Stage2,478,8.42396,605247
Stage1,479,9946,605249
Stage1,479,9946,605249
Stage2,479,10.1743,605249
Stage1,480,9405,605252
Stage1,480,9405,605252
Stage2,480,9.4421,605252
Stage1,480,9405,605252
Stage2,480,9.4421,605252
Stage3,480,9.4421,605252 (VALID, latency=0.176302ms)
Stage1,481,4700,605256
Stage1,481,4700,605256
Stage2,481,8.40638,605256
Stage1,482,9540,605258
Stage1,482,9540,605258
Stage2,482,8.37095,605258
Stage1,482,9540,605258
Stage2,482,8.37095,605258
Stage3,482,8.37095,605258 (VALID, latency=0.131558ms)
Stage1,483,2796,605260
Stage1,483,2796,605260
Stage2,483,7.69298,605260
Stage1,483,2796,605260
Stage2,483,7.69298,605260
Stage3,483,7.69298,605260 (VALID, latency=0.140658ms)
Stage1,484,9149,605263
Stage1,484,9149,605263
Stage2,484,9.58205,605263
Stage1,484,9149,605263
Stage2,484,9.58205,605263
Stage3,484,9.58205,605263 (VALID, latency=0.115793ms)
Stage1,485,8835,605265
Stage1,485,8835,605265
Stage2,485,8.82141,605265
Stage1,485,8835,605265
Stage2,485,8.82141,605265
Stage3,485,8.82141,605265 (VALID, latency=0.129407ms)
Stage1,486,3702,605268
Stage1,486,3702,605268
Stage2,486,8.88261,605268
Stage1,486,3702,605268
Stage2,486,8.88261,605268
Stage3,486,8.88261,605268 (VALID, latency=0.119071ms)
Stage1,487,7478,605270
Stage1,487,7478,605270
Stage2,487,9.56019,605271
Stage1,488,155,605272
Stage1,488,155,605272
Stage2,488,4.13059,605272
Stage1,489,9531,605275
Stage1,489,9531,605275
Stage2,489,8.44364,605275
Stage1,489,9531,605275
Stage2,489,8.44364,605275
Stage3,489,8.44364,605275 (VALID, latency=0.143421ms)
Stage1,490,9284,605277
Stage1,490,9284,605277
Stage2,490,10.1531,605277
Stage1,491,3308,605279
Stage1,491,3308,605279
Stage2,491,7.24716,605280
Stage1,492,4282,605282
Stage1,492,4282,605282
Stage2,492,9.27126,605282
Stage1,493,5528,605284
Stage1,493,5528,605284
Stage2,493,9.56108,605284
Stage1,494,9667,605287
Stage1,494,9667,605287
Stage2,494,8.68558,605287
Stage1,495,5723,605289
Stage1,495,5723,605289
Stage2,495,8.17125,605289
Stage1,496,9637,605291
Stage1,496,9637,605291
Stage2,496,8.52469,605291
Stage1,497,9804,605294
Stage1,497,9804,605294
Stage2,497,9.8192,605294
Stage1,497,9804,605294
Stage2,497,9.8192,605294
Stage3,497,9.8192,605294 (VALID, latency=0.150621ms)
Stage1,498,8531,605296
Stage1,498,8531,605296
Stage2,498,9.54913,605296
Stage1,499,754,605298
Stage1,499,754,605298
Stage2,499,5.85364,605299
Stage1,500,2945,605304
Stage1,500,2945,605304
Stage2,500,8.82126,605305
Stage1,501,3057,605307
Stage1,501,3057,605307
Stage2,501,8.70495,605307
Stage1,501,3057,605307
Stage2,501,8.70495,605307
Stage3,501,8.70495,605307 (VALID, latency=0.134134ms)
Stage1,502,3851,605310
Stage1,502,3851,605310
Stage2,502,7.73028,605310
Stage1,503,1910,605313
Stage1,503,1910,605313
Stage2,503,7.40489,605313
Stage1,504,8512,605316
Stage1,504,8512,605316
Stage2,504,9.37631,605316
Stage1,504,8512,605316
Stage2,504,9.37631,605316
Stage3,504,9.37631,605316 (VALID, latency=0.172866ms)
Stage1,505,2685,605320
Stage1,505,2685,605320
Stage2,505,7.17997,605320
Stage1,505,2685,605320
Stage2,505,7.17997,605320
Stage3,505,7.17997,605320 (VALID, latency=0.164566ms)
Stage1,506,3170,605323
Stage1,506,3170,605323
Stage2,506,7.90711,605323
Stage1,507,4853,605326
Stage1,507,4853,605326
Stage2,507,9.30543,605326
Stage1,508,1695,605328
Stage1,508,1695,605328
Stage2,508,8.18473,605329
Stage1,508,1695,605328
Stage2,508,8.18473,605329
Stage3,508,8.18473,605329 (VALID, latency=0.168813ms)
Stage1,509,3727,605333
Stage1,509,3727,605333
Stage2,509,8.59154,605333
Stage1,510,5569,605335
Stage1,510,5569,605335
Stage2,510,9.24371,605336
Stage1,511,3947,605338
Stage1,511,3947,605338
Stage2,511,7.66145,605338
Stage1,512,9362,605341
Stage1,512,9362,605341
Stage2,512,9.64656,605341
Stage1,513,8443,605344
Stage1,513,8443,605344
Stage2,513,8.87879,605344
Stage1,514,6961,605347
Stage1,514,6961,605347
Stage2,514,8.62296,605347
Stage1,515,9301,605350
Stage1,515,9301,605350
Stage2,515,9.84259,605350
Stage1,516,5701,605353
Stage1,516,5701,605353
Stage2,516,8.44893,605353
Stage1,517,705,605356
Stage1,517,705,605356
Stage2,517,6.17109,605356
Stage1,517,705,605356
Stage2,517,6.17109,605356
Stage3,517,6.17109,605356 (VALID, latency=0.248533ms)
Stage1,518,972,605360
Stage1,518,972,605360
Stage2,518,7.09128,605360
Stage1,518,972,605360
Stage2,518,7.09128,605360
Stage3,518,7.09128,605360 (VALID, latency=0.13129ms)
Stage1,519,2090,605363
Stage1,519,2090,605363
Stage2,519,7.18394,605363
Stage1,520,6151,605366
Stage1,520,6151,605366
Stage2,520,9.34975,605366
Stage1,521,6712,605369
Stage1,521,6712,605369
Stage2,521,9.39277,605369
Stage1,522,9901,605372
Stage1,522,9901,605372
Stage2,522,9.82924,605372
Stage1,523,3587,605375
Stage1,523,3587,605375
Stage2,523,8.74264,605375
Stage1,524,1401,605378
Stage1,524,1401,605378
Stage2,524,6.80007,605378
Stage1,524,1401,605378
Stage2,524,6.80007,605378
Stage3,524,6.80007,605378 (VALID, latency=0.156785ms)
Stage1,525,2542,605381
Stage1,525,2542,605381
Stage2,525,7.76146,605381
Stage1,526,5184,605383
Stage1,526,5184,605383
Stage2,526,8.17104,605383
Stage1,526,5184,605383
Stage2,526,8.17104,605383
Stage3,526,8.17104,605383 (VALID, latency=0.162757ms)
Stage1,527,2953,605387
Stage1,527,2953,605387
Stage2,527,8.46793,605387
Stage1,528,8774,605389
Stage1,528,8774,605389
Stage2,528,9.26992,605389
Stage1,529,3226,605392
Stage1,529,3226,605392
Stage2,529,7.83858,605392
Stage1,530,7408,605395
Stage1,530,7408,605395
Stage2,530,9.37247,605395
Stage1,531,8487,605397
Stage1,531,8487,605397
Stage2,531,9.15843,605397
Stage1,531,8487,605397
Stage2,531,9.15843,605397
Stage3,531,9.15843,605397 (VALID, latency=0.155508ms)
Stage1,532,6971,605400
Stage1,532,6971,605400
Stage2,532,8.74096,605400
Stage1,533,1367,605402
Stage1,533,1367,605402
Stage2,533,6.97015,605402
Stage1,534,7025,605404
Stage1,534,7025,605404
Stage2,534,8.66275,605404
Stage1,535,7090,605406
Stage1,535,7090,605406
Stage2,535,8.66905,605406
Stage1,536,3595,605408
Stage1,536,3595,605408
Stage2,536,8.51931,605409
Stage1,537,5529,605411
Stage1,537,5529,605411
Stage2,537,8.93615,605411
Stage1,537,5529,605411
Stage2,537,8.93615,605411
Stage3,537,8.93615,605411 (VALID, latency=0.138812ms)
Stage1,538,2936,605413
Stage1,538,2936,605413
Stage2,538,8.25018,605413
Stage1,539,2966,605415
Stage1,539,2966,605415
Stage2,539,8.26438,605415
Stage1,540,8094,605417
Stage1,540,8094,605417
Stage2,540,9.22293,605417
Stage1,540,8094,605417
Stage2,540,9.22293,605417
Stage3,540,9.22293,605417 (VALID, latency=0.146258ms)
Stage1,541,4198,605419
Stage1,541,4198,605419
Stage2,541,8.56977,605419
Stage1,542,8102,605421
Stage1,542,8102,605421
Stage2,542,9.18789,605421
Stage1,543,2563,605424
Stage1,543,2563,605424
Stage2,543,7.84013,605424
Stage1,544,8671,605426
Stage1,544,8671,605426
Stage2,544,9.27321,605426
Stage1,545,6116,605428
Stage1,545,6116,605428
Stage2,545,8.89509,605428
Stage1,546,9133,605430
Stage1,546,9133,605430
Stage2,546,9.23465,605430
Stage1,547,816,605432
Stage1,547,816,605432
Stage2,547,6.68872,605432
Stage1,547,816,605432
Stage2,547,6.68872,605432
Stage3,547,6.68872,605432 (VALID, latency=0.16536ms)
Stage1,548,5114,605434
Stage1,548,5114,605434
Stage2,548,8.58754,605435
Stage1,549,52,605436
Stage1,549,52,605436
Stage2,549,3.98504,605437
Stage1,550,5016,605439
Stage1,550,5016,605439
Stage2,550,8.59436,605439
Stage1,550,5016,605439
Stage2,550,8.59436,605439
Stage3,550,8.59436,605439 (VALID, latency=0.182066ms)
Stage1,551,6279,605441
Stage1,551,6279,605441
Stage2,551,8.82642,605441
Stage1,551,6279,605441
Stage2,551,8.82642,605441
Stage3,551,8.82642,605441 (VALID, latency=0.154635ms)
Stage1,552,7983,605444
Stage1,552,7983,605444
Stage2,552,9.03461,605444
Stage1,552,7983,605444
Stage2,552,9.03461,605444
Stage3,552,9.03461,605444 (VALID, latency=0.111824ms)
Stage1,553,1943,605446
Stage1,553,1943,605446
Stage2,553,7.65714,605446
Stage1,554,6500,605448
Stage1,554,6500,605448
Stage2,554,8.93308,605448
Stage1,555,710,605451
Stage1,555,710,605451
Stage2,555,6.67718,605451
Stage1,556,7020,605453
Stage1,556,7020,605453
Stage2,556,9.0531,605453
Stage1,556,7020,605453
Stage2,556,9.0531,605453
Stage3,556,9.0531,605453 (VALID, latency=0.14382ms)
Stage1,557,3968,605456
Stage1,557,3968,605456
Stage2,557,8.48506,605456
Stage1,558,7958,605458
Stage1,558,7958,605458
Stage2,558,8.93283,605459
Stage1,559,508,605460
Stage1,559,508,605460
Stage2,559,6.09272,605461
Stage1,560,8901,605462
Stage1,560,8901,605462
Stage2,560,9.3666,605463
Stage1,560,8901,605462
Stage2,560,9.3666,605463
Stage3,560,9.3666,605463 (VALID, latency=0.141889ms)
Stage1,561,8867,605465
Stage1,561,8867,605465
Stage2,561,9.33126,605465
Stage1,562,3380,605467
Stage1,562,3380,605467
Stage2,562,8.35445,605467
Stage1,563,277,605469
Stage1,563,277,605469
Stage2,563,5.74986,605469
Stage1,564,3756,605471
Stage1,564,3756,605471
Stage2,564,8.25766,605471
Stage1,564,3756,605471
Stage2,564,8.25766,605471
Stage3,564,8.25766,605472 (VALID, latency=0.27545ms)
Stage1,565,5789,605479
Stage1,565,5789,605479
Stage2,565,9.03506,605479
Stage1,565,5789,605479
Stage2,565,9.03506,605479
Stage3,565,9.03506,605479 (VALID, latency=0.150324ms)
Stage1,566,940,605481
Stage1,566,940,605481
Stage2,566,6.89259,605481
Stage1,567,4385,605483
Stage1,567,4385,605483
Stage2,567,8.41149,605483
Stage1,568,5783,605485
Stage1,568,5783,605485
Stage2,568,9.08368,605485
Stage1,569,6721,605487
Stage1,569,6721,605487
Stage2,569,8.54382,605487
Stage1,570,360,605489
Stage1,570,360,605489
Stage2,570,5.74362,605489
Stage1,570,360,605489
Stage2,570,5.74362,605489
Stage3,570,5.74362,605489 (VALID, latency=0.125912ms)
Stage1,571,3282,605492
Stage1,571,3282,605492
Stage2,571,8.56405,605492
Stage1,571,3282,605492
Stage2,571,8.56405,605492
Stage3,571,8.56405,605492 (VALID, latency=0.105525ms)
Stage1,572,4656,605494
Stage1,572,4656,605494
Stage2,572,8.74769,605494
Stage1,573,1551,605496
Stage1,573,1551,605496
Stage2,573,7.48056,605496
Stage1,573,1551,605496
Stage2,573,7.48056,605496
Stage3,573,7.48056,605496 (VALID, latency=0.14329ms)
Stage1,574,5427,605498
Stage1,574,5427,605498
Stage2,574,8.32247,605498
Stage1,574,5427,605498
Stage2,574,8.32247,605498
Stage3,574,8.32247,605498 (VALID, latency=0.133072ms)
Stage1,575,9819,605501
Stage1,575,9819,605501
Stage2,575,8.94683,605501
Stage1,575,9819,605501
Stage2,575,8.94683,605501
Stage3,575,8.94683,605501 (VALID, latency=0.18292ms)
Stage1,576,2866,605503
Stage1,576,2866,605503
Stage2,576,7.83062,605503
Stage1,577,8390,605505
Stage1,577,8390,605505
Stage2,577,9.54219,605505
Stage1,578,5909,605507
Stage1,578,5909,605507
Stage2,578,9.06659,605507
Stage1,579,8605,605509
Stage1,579,8605,605509
Stage2,579,8.63619,605509
Stage1,580,306,605511
Stage1,580,306,605511
Stage2,580,5.80105,605511
Stage1,580,306,605511
Stage2,580,5.80105,605511
Stage3,580,5.80105,605511 (VALID, latency=0.176225ms)
Stage1,581,2503,605513
Stage1,581,2503,605513
Stage2,581,7.82042,605513
Stage1,582,374,605515
Stage1,582,374,605515
Stage2,582,5.61764,605515
Stage1,583,389,605517
Stage1,583,389,605517
Stage2,583,5.57595,605518
Stage1,584,8227,605519
Stage1,584,8227,605519
Stage2,584,9.45971,605520
Stage1,585,3033,605522
Stage1,585,3033,605522
Stage2,585,7.50407,605522
Stage1,586,3602,605524
Stage1,586,3602,605524
Stage2,586,7.5947,605524
Stage1,587,5371,605526
Stage1,587,5371,605526
Stage2,587,8.46343,605526
Stage1,588,1271,605528
Stage1,588,1271,605528
Stage2,588,7.28935,605528
Stage1,589,3267,605530
Stage1,589,3267,605530
Stage2,589,8.82454,605530
Stage1,589,3267,605530
Stage2,589,8.82454,605530
Stage3,589,8.82454,605530 (VALID, latency=0.148572ms)
Stage1,590,5223,605533
Stage1,590,5223,605533
Stage2,590,9.30195,605533
Stage1,590,5223,605533
Stage2,590,9.30195,605533
Stage3,590,9.30195,605533 (VALID, latency=0.145254ms)
Stage1,591,8279,605535
Stage1,591,8279,605535
Stage2,591,9.7724,605535
Stage1,592,7700,605537
Stage1,592,7700,605537
Stage2,592,9.78687,605537
Stage1,592,7700,605537
Stage2,592,9.78687,605537
Stage3,592,9.78687,605537 (VALID, latency=0.138802ms)
Stage1,593,2716,605539
Stage1,593,2716,605539
Stage2,592,9.7593,593,8.64677,605540 (VALID, latency=0.178532ms)
Stage1,593,2716,605539
Stage2,592,9.7593,593,8.64677,605540 (VALID, latency=0.178532ms)
8.64677,605540
Stage1,594,2159,605542
Stage1,594,2159,605542
Stage2,594,8.0314,605542
Stage1,595,9653,605544
Stage1,595,9653,605544
Stage2,595,9.87127,605544
Stage1,595,9653,605544
Stage2,595,9.87127,605544
Stage3,595,9.87127,605544 (VALID, latency=0.14171ms)
Stage1,596,6229,605547
Stage1,596,6229,605547
Stage2,596,8.40745,605547
Stage1,597,4573,605552
Stage1,597,4573,605552
Stage2,597,9.29685,605552
Stage1,598,854,605554
Stage1,598,854,605554
Stage2,598,7.4235,605554
Stage1,599,8421,605557
Stage1,599,8421,605557
Stage2,599,9.61226,605557
Stage1,599,8421,605557
Stage2,599,9.61226,605557
Stage3,599,9.61226,605557 (VALID, latency=0.143956ms)
Stage1,600,517,605561
Stage1,600,517,605561
Stage2,600,5.52449,605561
Stage1,601,1944,605563
Stage1,601,1944,605563
Stage2,601,8.09804,605563
Stage1,601,1944,605563
Stage2,601,8.09804,605563
Stage3,601,8.09804,605563 (VALID, latency=0.124971ms)
Stage1,602,5314,605565
Stage1,602,5314,605565
Stage2,602,8.8827,605565
Stage1,603,4114,605567
Stage1,603,4114,605567
Stage2,603,8.13244,605567
Stage1,604,5407,605570
Stage1,604,5407,605570
Stage2,604,8.12841,605570
Stage1,605,6996,605572
Stage1,605,6996,605572
Stage2,605,9.60787,605572
Stage1,605,6996,605572
Stage2,605,9.60787,605572
Stage3,605,9.60787,605572 (VALID, latency=0.141549ms)
Stage1,606,6375,605574
Stage1,606,6375,605574
Stage2,606,9.55983,605575
Stage1,606,6375,605574
Stage2,606,9.55983,605575
Stage3,606,9.55983,605575 (VALID, latency=0.136217ms)
Stage1,607,1384,605577
Stage1,607,1384,605577
Stage2,607,8.14729,605577
Stage1,608,7261,605580
Stage1,608,7261,605580
Stage2,608,8.66061,605580
Stage1,609,1328,605582
Stage1,609,1328,605582
Stage2,609,7.84112,605582
Stage1,610,9759,605585
Stage1,610,9759,605585
Stage2,610,9.10126,605585
Stage1,610,9759,605585
Stage2,610,9.10126,605585
Stage3,610,9.10126,605585 (VALID, latency=0.153856ms)
Stage1,611,9696,605589
Stage1,611,9696,605589
Stage2,611,9.67211,605589
Stage1,612,5164,605591
Stage1,612,5164,605591
Stage2,612,9.55392,605591
Stage1,613,7146,605594
Stage1,613,7146,605594
Stage2,613,9.64358,605594
Stage1,613,7146,605594
Stage2,613,9.64358,605594
Stage3,613,9.64358,605594 (VALID, latency=0.177416ms)
Stage1,614,3230,605606
Stage1,614,3230,605606
Stage2,614,8.88341,605606
Stage1,615,411,605608
Stage1,615,411,605608
Stage2,615,5.25587,605608
Stage1,615,411,605608
Stage2,615,5.25587,605608
Stage3,615,5.25587,605608 (VALID, latency=0.250934ms)
Stage1,616,7952,605611
Stage1,616,7952,605611
Stage2,616,8.2677,605611
Stage1,616,7952,605611
Stage2,616,8.2677,605611
Stage3,616,8.2677,605611 (VALID, latency=0.327932ms)
Stage1,617,3989,605614
Stage1,617,3989,605614
Stage2,617,9.15157,605614
Stage1,618,2709,605616
Stage1,618,2709,605616
Stage2,618,8.86788,605616
Stage1,618,2709,605616
Stage2,618,8.86788,605616
Stage3,618,8.86788,605616 (VALID, latency=0.196388ms)
Stage1,619,4336,605619
Stage1,619,4336,605619
Stage2,619,7.87164,605619
Stage1,620,4390,605621
Stage1,620,4390,605621
Stage2,620,8.37614,605621
Stage1,621,7441,605623
Stage1,621,7441,605623
Stage2,621,8.17787,605623
Stage1,621,7441,605623
Stage2,621,8.17787,605623
Stage3,621,8.17787,605623 (VALID, latency=0.151647ms)
Stage1,622,785,605627
Stage1,622,785,605627
Stage2,622,7.69458,605627
Stage1,623,2509,605629
Stage1,623,2509,605629
Stage2,623,7.84034,605629
Stage1,624,254,605631
Stage1,624,254,605631
Stage2,624,6.13201,605631
Stage1,625,1844,605634
Stage1,625,1844,605634
Stage2,625,7.17123,605634
Stage1,626,9627,605636
Stage1,626,9627,605636
Stage2,626,10.1719,605636
Stage1,626,9627,605636
Stage2,626,10.1719,605636
Stage3,626,10.1719,605636 (VALID, latency=0.145669ms)
Stage1,627,809,605638
Stage1,627,809,605638
Stage2,627,7.70492,605639
Stage1,628,8360,605641
Stage1,628,8360,605641
Stage2,628,10.0656,605641
Stage1,629,4284,605643
Stage1,629,4284,605643
Stage2,629,7.5225,605643
Stage1,629,4284,605643
Stage2,629,7.5225,605643
Stage3,629,7.5225,605643 (VALID, latency=0.148217ms)
Stage1,630,6960,605646
Stage1,630,6960,605646
Stage2,630,9.40034,605646
Stage1,630,6960,605646
Stage2,630,9.40034,605646
Stage3,630,9.40034,605646 (VALID, latency=0.138626ms)
Stage1,631,6885,605648
Stage1,631,6885,605648
Stage2,631,8.66159,605649
Stage1,631,6885,605648
Stage2,631,8.66159,605649
Stage3,631,8.66159,605649 (VALID, latency=0.133119ms)
Stage1,632,4090,605651
Stage1,632,4090,605651
Stage2,632,8.32516,605651
Stage1,633,582,605653
Stage1,633,582,605653
Stage2,633,5.95592,605653
Stage1,633,582,605653
Stage2,633,5.95592,605653
Stage3,633,5.95592,605653 (VALID, latency=0.149552ms)
Stage1,634,1733,605656
Stage1,634,1733,605656
Stage2,634,6.51309,605657
Stage1,635,9153,605660
Stage1,635,9153,605660
Stage2,635,8.81261,605660
Stage1,635,9153,605660
Stage2,635,8.81261,605660
Stage3,635,8.81261,605660 (VALID, latency=0.121864ms)
Stage1,636,1565,605662
Stage1,636,1565,605662
Stage2,636,7.45885,605662
Stage1,637,4424,605665
Stage1,637,4424,605665
Stage2,637,8.71619,605665
Stage1,638,2503,605668
Stage1,638,2503,605668
Stage2,638,7.77973,605668
Stage1,639,2398,605670
Stage1,639,2398,605670
Stage2,639,6.94346,605670
Stage1,640,5493,605673
Stage1,640,5493,605673
Stage2,640,7.71708,605673
Stage1,640,5493,605673
Stage2,640,7.71708,605673
Stage3,640,7.71708,605673 (VALID, latency=0.146138ms)
Stage1,641,939,605676
Stage1,641,939,605676
Stage2,641,6.91727,605676
Stage1,641,939,605676
Stage2,641,6.91727,605676
Stage3,641,6.91727,605676 (VALID, latency=0.13575ms)
Stage1,642,7146,605678
Stage1,642,7146,605678
Stage2,642,9.65028,605678
Stage1,642,7146,605678
Stage2,642,9.65028,605678
Stage3,642,9.65028,605678 (VALID, latency=0.154746ms)
Stage1,643,1829,605681
Stage1,643,1829,605681
Stage2,643,7.05214,605681
Stage1,644,6602,605683
Stage1,644,6602,605683
Stage2,644,8.83526,605683
Stage1,645,9347,605685
Stage1,645,9347,605685
Stage2,645,8.57913,605686
Stage1,646,2800,605689
Stage1,646,2800,605689
Stage2,646,8.24926,605689
Stage1,646,2800,605689
Stage2,646,8.24926,605689
Stage3,646,8.24926,605689 (VALID, latency=0.143303ms)
Stage1,647,6383,605692
Stage1,647,6383,605692
Stage2,647,9.62698,605692
Stage1,648,9549,605694
Stage1,648,9549,605694
Stage2,648,10.1386,605694
Stage1,648,9549,605694
Stage2,648,10.1386,605694
Stage3,648,10.1386,605694 (VALID, latency=0.134115ms)
Stage1,649,5167,605696
Stage1,649,5167,605696
Stage2,649,9.52853,605696
Stage1,650,7379,605698
Stage1,650,7379,605698
Stage2,650,8.08846,605699
Stage1,651,6572,605701
Stage1,651,6572,605701
Stage2,651,9.10018,605701
Stage1,652,5544,605704
Stage1,652,5544,605704
Stage2,652,7.9018,605704
Stage1,652,5544,605704
Stage2,652,7.9018,605704
Stage3,652,7.9018,605704 (VALID, latency=0.137268ms)
Stage1,653,4357,605706
Stage1,653,4357,605706
Stage2,653,8.09655,605706
Stage1,654,6118,605708
